cust_id,label,basic_1,basic_2,basic_3,basic_4,basic_5,basic_6,basic_7,basic_8,basic_9,basic_10,basic_11,basic_12,basic_13,basic_14,basic_15,loan1_1,loan1_2,loan1_3,loan1_4,loan1_5,loan1_6,loan1_7,loan1_8,loan1_9,loan1_10,loan1_11,loan1_12,loan1_13,loan1_14,loan1_15,loan1_16,loan1_17,loan1_18,loan1_19,loan1_20,loan1_21,loan1_22,loan1_23,loan1_24,loan1_25,loan1_26,loan1_27,loan1_28,loan1_29,loan1_30,loan1_31,loan1_32,loan1_33,loan2_1,loan2_2,loan2_3,loan2_4,loan2_5,loan2_6,loan2_7,loan2_8,loan2_9,loan2_10,loan2_11,loan2_12,overdue_1,overdue_2,overdue_3,overdue_4,overdue_5,overdue_6,overdue_7,overdue_8,overdue_9,overdue_10,overdue_11,overdue_12,overdue_13,overdue_14,overdue_15,overdue_16,overdue_17,overdue_18,overdue_19,overdue_20,overdue_21,overdue_22,overdue_23,overdue_24,overdue_25,overdue_26,overdue_27,overdue_28,overdue_29,query_1,query_2,query_3,query_4,query_5,query_6,query_7,query_8,query_9,query_10,query_11
9145,0,-99,-99,-99,-99,0,1,30,0,0,0,0,0,-99,1,-99,0,1,1793,1,0,8000,14000,0,0,0,0,0,1,894,7,2,894,0,1793,-99,1193,14316,0,3,-99,0,3416,13.666667,0,15,5.6666665,3,9,0,0,11,11,11,1,11,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
9146,0,-99,-99,-99,-99,2,2,36,0,0,5,0,0,-99,2,-99,0,1.0234864,6711,1.0234864,0,10000,19700,0,0,0,0,0,1.0234864,2836,23,2,2836,0,6557,-99,6116.5,73398,0,9,-99,0,0,9.666667,0,12,7.888889,8,1,0,0,12,2,11,9,11,0,0,0,11,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,24,1,5,6,0,14,14,1,0,21,1
9147,0,-99,-99,-99,-99,2,2,28,0,0,3,0,0,-99,1,-99,0,1,31875,1,0,69051,300000,0,0,0,0,0,1,15502,87,3,15502,0,31875,-99,52654.75,631857,0,10,-99,0,459763,15.1,0,36,8.666667,10,1,0,0,10,2,7,5,7,0,0,0,7,3,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,19,5,1,1,0,3,3,1,0,4,3
9148,0,-99,-99,-99,-99,3,3,25,0,0,4,0,0,-99,1,-99,0,1,2805,1,400000,0,400000,0,0,25,2805,0,0,0,5,1,2805,0,2805,-99,32188.666,386264,0,0,-99,386264,0,240,0,240,225,1,16,0,0,5,1,4,2,4,0,0,0,2,2,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,5,1,4,4,0,5,5,1,0,5,1
9149,0,1,110,546,546,1,1,39,0,0,0,0,0,1,1,-99,1.3853847,0.35043454,5403,0.35043454,0,150500,150500,0,0,0,0,1.3853847,0.35043454,13691,7,1,13691,3.5105128,15418,-99,11421.417,137057,0,2,-99,0,0,54,0,54,11.5,2,44,0.25641027,0,13,2,6,4,6,0.08948718,0.08948718,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9150,0,-99,-99,-99,-99,1,1,33,0,0,3,0,0,-99,1,-99,0,1.77197,11594,1.77197,250000,22333.334,250000,0,0,31,1187,0,1.9430546,2893,6,2,2893,0,6543,-99,10834.583,130015,0,3,-99,77755,0,52.75,0,180,24.25,4,4,0,0,7,2,3,3,3,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
9151,0,-99,-99,-99,-99,4,4,30,0,0,2,0,0,-99,1,-99,0,1.8020921,10681,1.8020921,0,55000,86000,0,0,0,0,0,1.8020921,3369,9,1,3369,0,5927,-99,15505.833,186070,0,5,-99,0,0,17.75,0,36,12.2,5,5,0,0,18,5,11,5,11,0,0,0,11,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,20,7,2,3,0,5,4,1,0,11,3
9152,0,-99,-99,-99,-99,2,2,51,0,0,2,0,0,-99,1,-99,0,1,5032,1,240000,93000,240000,0,0,40,1944,0,1,3088,1,2,3088,0,5032,-99,16761.584,201139,0,1,-99,160975,0,108,0,180,58.5,2,23,0,0,2,1,1,1,1,0,0,0,0,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9153,0,-99,-99,-99,-99,1,1,34,0,0,1,0,0,-99,2,-99,0,1,3346,1,0,127950,127950,0,0,0,0,0,1,3346,1,1,3346,0,3346,-99,7567.6665,90812,0,1,-99,0,0,36,0,36,22,1,15,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0
9154,0,1,95,420,420,2,3,51,0,0,1,0,0,1,1,-99,5.8626666,1.0056032,17588,1.0056032,50000,15090,50000,0,0,36,0,5.8626666,1.0056032,14458,5,3,14458,4.8193336,17490,-99,6046,72552,0,4,-99,45000,17552,16.75,0,37,9.25,5,2,6.572,0,5,2,3,2,3,3.5356667,5.9793334,0,3,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
9155,0,-99,-99,-99,-99,1,2,43,0,0,3,0,0,-99,1,-99,0,1,1754,1,0,22000,22000,0,0,0,0,0,1,1754,6,1,1754,0,1754,-99,1347.25,16167,0,1,-99,0,16167,11,0,11,6,1,6,0,0,8,1,7,6,7,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0
9156,0,-99,-99,-99,-99,1,1,24,0,0,1,0,0,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,11,11,0,0,0,0,0,0,0,11,0,-99,0,0,0,0,0,0,0,-99,-99,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,2,2,0,1,0,4,3,1,0,2,1
9157,0,-99,-99,-99,-99,0,1,37,0,0,0,0,0,-99,2,-99,0,1,1698,1,0,23000,23000,0,0,0,0,0,1,1698,11,1,1698,0,1698,-99,1783.3334,21400,0,1,-99,0,0,12,0,12,9,1,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,-99,-99,-99,-99,3,0,0,0,0,1,1,0,0,2,0
9158,0,-99,-99,-99,-99,1,1,50,0,0,1,0,0,-99,1,-99,0,1.0020168,2981,1.0020168,570000,0,570000,0,0,27,2981,0,0,0,2,1,2975,0,2975,-99,30535.084,366421,0,0,-99,366421,0,276,0,276,225,1,53,0,0,9,2,2,2,2,0,0,0,2,2,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,1,0,1,1
9159,0,2,114,2370,2878,3,3,32,0,0,5,0,0,2,1,-99,2.7971647,0.9997828,27622,0.9997828,1780000,151260,1780000,0,0,21,10098,1.7745823,0.9996577,9568,16,3,10098,1.0225823,27628,-99,200815.08,2409781,0,5,-99,1720897,0,105.6,0,360,96.6,5,1,22.595545,0,82,11,36,14,36,5.2146835,8.619443,0,35,4,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,9,2,0,0,0,1,1,0,0,4,1
9160,0,-99,-99,-99,-99,1,1,40,0,0,1,0,0,-99,1,-99,0,19.233444,23234,19.233444,0,4908.5,9500,0,0,0,0,0,19.233444,1002,62,1,1002,0,1208,-99,1622.25,19467,0,4,-99,0,0,15.25,0,25,14.75,4,1,0,0,3,1,3,1,3,0,0,0,3,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9161,0,-99,-99,-99,-99,2,3,37,0,0,5,0,0,-99,1,-99,0,1,34126,1,330000,64500,330000,0,0,12,2277,0,1,15678,19,3,15678,0,34126,-99,37443.918,449327,1,6,-99,243483,0,54.57143,18,240,31.428572,7,1,0,0,17,11,16,5,16,0,0,0,16,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,8,1,1,1,0,5,4,1,0,7,1
9162,0,1,61,2430,2430,2,2,31,0,0,2,0,0,3,2,-99,1.0028642,1,10154,1,0,38933.332,50000,0,0,0,0,1.0028642,1,7934,5,1,7934,0.7836049,10154,-99,8955,107460,0,4,-99,0,0,18.333334,0,36,7.25,3,5,0.49451852,0,2,1,2,1,2,0.49451852,0.49451852,0,2,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,1,0
9163,0,1,121,452,452,1,1,43,0,0,2,0,0,12,2,-99,0,1,4865,1,0,39686,80000,0,0,0,0,0,1,2551,6,1,2551,0,4865,-99,7686.3335,92236,0,3,-99,0,0,26.666666,0,36,17,2,4,0,0,6,2,1,1,1,0,0,0,1,5,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,8,0,3,5,0,3,5,0,0,8,0
9164,0,-99,-99,-99,-99,1,1,29,0,0,2,0,0,-99,1,-99,0,4.634722,16685,4.634722,0,32400,53100,0,0,0,0,0,4.634722,2527,20,2,2527,0,3600,-99,4773,57276,0,4,-99,0,39842,28,0,34,11.75,3,2,0,0,3,2,3,2,3,0,0,0,3,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,6,0,2,2,0,3,3,0,0,4,0
9165,0,2,217,0,0,3,3,38,0,0,0,0,0,129,1,-99,0,0.8694475,27305,0.8694475,490000,37450,490000,0,0,31,3304,0,0.8540977,24001,81,3,24001,0,31405,-99,60787,729444,0,10,-99,438747,10000,40,0,240,34.454544,5,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2172,0,-99,0,0,0,0,-99,-99,-99,-99,3,0,1,1,0,1,1,0,0,1,0
9166,0,2,44,192,190,1,1,37,0,0,4,0,0,2,1,-99,6.9708333,1.0824976,13384,1.0824976,437000,43666.668,437000,0,0,25,2144,5.8541665,1.0998043,5014,8,2,5014,2.6114583,12364,-99,39510,474120,0,4,-99,349473,0,105,0,360,58,5,8,10.721875,0,7,2,5,4,5,2.79375,6.716146,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2122,0,-99,0,0,0,0,0,0,0,0,8,2,6,6,0,7,7,1,0,6,1
9167,0,2,219,0,0,1,1,38,0,0,4,0,0,100,1,-99,0.178125,1,1976,1,0,226333.33,299000,0,0,0,0,0.178125,1,1141,26,2,1141,0.10285457,1976,-99,56583.332,679000,0,3,-99,0,0,12,0,12,8.666667,3,2,1.6595553,0,64,2,23,9,23,0.9465144,1.3986778,0,23,6,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
9168,0,-99,-99,-99,-99,-99,-99,22,0,0,-99,0,0,-99,1,-99,0,1,1272,1,0,0,0,0,0,0,0,0,1,1272,1,1,1272,0,1272,-99,892.3333,10708,0,1,-99,0,0,0,0,0,9,1,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,-99,-99,-99,-99,1,0,0,0,0,0,0,0,0,1,0
9169,0,-99,-99,-99,-99,1,1,30,0,0,1,0,0,-99,1,-99,0,1,2180,1,0,32000,63000,0,0,0,0,0,1,2003,2,2,2003,0,2180,-99,698.25,8379,1,2,-99,0,0,21,36,36,3.5,2,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,-99,-99,-99,-99,5,0,0,0,0,0,0,0,0,4,0
9170,0,-99,-99,-99,-99,2,2,41,0,0,2,0,0,-99,1,-99,0,1,2441,1,0,32000,32000,0,0,0,0,0,1,1846,11,2,1846,0,2441,-99,4000,48000,0,2,-99,0,32000,15,0,18,3.5,2,13,0,0,8,2,3,4,5,0,0,0,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2257,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9171,0,-99,-99,-99,-99,0,4,50,0,0,0,0,0,-99,1,-99,0,1,4442,1,590000,24875,590000,0,0,21,3696,0,1,706,4,2,3696,0,4442,-99,36213.75,434565,0,4,-99,339667,0,62.4,0,240,34.8,5,1,0,0,10,2,8,3,8,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3518,1,1,0,0,0,0,0,0,0,0,6,1,1,1,0,3,3,0,0,3,0
9172,0,1,102,0,0,1,1,46,0,0,5,0,0,2,1,-99,0,1,12352,1,0,11937.5,51000,0,0,0,0,0,1,4528,40,3,4528,0,12352,-99,12621.917,151463,0,17,-99,0,40000,12.0625,0,13,6.470588,5,2,0,0,19,2,13,10,13,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,2,2,0,4,4,1,0,3,1
9173,0,-99,-99,-99,-99,1,2,32,0,0,1,0,0,-99,1,-99,0,1,4123,1,0,31500,33000,0,0,0,0,0,1,3674,2,1,3674,0,4123,-99,4700,56400,0,2,-99,0,0,17.5,0,23,10.5,2,3,0,0,7,1,6,6,6,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,3,3,2,0,1,2
9174,0,-99,-99,-99,-99,1,1,42,0,0,2,0,0,-99,1,-99,0,1,2098,1,0,10058,10058,0,0,0,0,0,1,2098,76,1,2098,0,2098,-99,394.58334,4735,0,1,-99,0,0,17,0,17,6,1,12,0,0,1,1,1,1,1,0,0,0,1,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9175,0,-99,-99,-99,-99,2,2,24,0,0,5,0,0,-99,1,-99,0,1.0129247,5486,1.0129247,760000,15745,760000,0,0,31,2766,0,1.0264151,2650,19,3,2766,0,5416,-99,65330.5,783966,0,2,-99,759136,21530,131,0,360,127.666664,3,2,0,0,4,2,2,1,2,0,0,0,2,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,6,0,0,0,0,3,2,0,0,5,0
9176,0,-99,-99,-99,-99,1,2,37,0,0,1,0,0,-99,1,-99,0,1,829,1,0,15000,15000,0,0,0,0,0,1,829,4,1,829,0,829,-99,812.5,9750,0,1,-99,0,0,12,0,12,5,1,9,0,0,10,2,3,2,3,0,0,0,1,7,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
9177,0,-99,-99,-99,-99,1,2,28,0,0,3,0,0,-99,1,-99,0,2.9926465,80580,2.9926465,0,139000,158000,0,0,0,0,0,2.9926465,14089,5,1,14089,0,26926,-99,12583.333,151000,0,2,-99,0,0,13.5,0,15,10.5,2,4,0,0,10,2,6,4,6,0,0,0,5,2,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,10,2,2,2,0,2,2,0,0,5,0
9178,0,-99,-99,-99,-99,2,2,30,0,0,2,0,0,-99,1,-99,0,1,696,1,0,8000,8000,0,0,0,0,0,1,696,3,1,696,0,696,-99,613.0833,7357,0,1,-99,0,0,12,0,12,11,1,2,0,0,2,1,2,2,2,0,0,0,1,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,8,0,2,2,0,2,2,0,0,5,0
9179,0,6,68,306,306,1,1,28,0,0,3,0,0,11,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5126241,0,3,2,3,2,3,0.02382979,0.02553191,0,3,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0
9180,0,1,49,0,0,2,2,35,0,0,3,0,0,26,1,-99,0,0.67254037,458,0.67254037,0,14259,14259,0,0,0,0,0,0.67254037,681,23,1,681,0,681,-99,83.25,999,0,2,-99,0,0,16,0,16,8.5,1,2,0,0,14,11,11,3,14,0,0,0,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,1,0,0,0,0,0,2,0,0,6,0,0,0,0,3,3,0,0,4,0
9181,0,5,139,6668,6668,3,3,38,0,0,4,0,0,10,1,-99,1.4011638,1,38929,1,0,105510,271700,0,0,0,0,1.4011638,1,9681,85,1,9681,0.3484463,38929,-99,75878.5,910542,0,10,-99,0,0,14,0,41,10.7,5,2,0.06997001,0,28,2,15,10,16,0.00341932,0.0069826,0,13,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,29,0,9,9,0,15,13,0,0,20,0
9182,0,-99,-99,-99,-99,1,1,36,0,0,4,0,0,-99,1,-99,0,1,32871,1,950000,97270.75,950000,0,0,33,5042,0,1,9045,12,3,9045,0,32871,1,125572.25,1506867,0,8,1,905007,462152,65.22222,0,360,50,8,4,0,0,29,2,15,8,15,0,0,0,14,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,-99,0,0,0,0,0,0,0,0,12,3,0,0,0,2,2,0,0,8,0
9183,0,-99,-99,-99,-99,2,2,38,0,0,3,0,0,-99,1,-99,0,1,1960,1,0,36600,70000,0,0,0,0,0,1,1944,8,2,1944,0,1960,-99,4155.5835,49867,1,2,-99,0,0,19.5,36,36,12.5,2,5,0,0,1,1,1,1,1,0,0,0,1,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,3,0,1,1,0,1,1,0,0,2,0
9184,0,-99,-99,-99,-99,1,1,40,0,0,0,0,0,-99,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,-99,-99,-99,-99,2,0,0,0,0,0,0,0,0,1,0
9185,0,-99,-99,-99,-99,1,2,34,0,0,1,0,0,-99,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,0,0,0,2,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
9186,0,1,63,0,0,1,1,28,0,0,5,0,0,17,1,-99,0,3.8602066,19799,3.8602066,520000,27000,520000,0,0,23,3043,0,8.0325985,1629,31,2,3043,0,5129,-99,54267.418,651209,0,7,-99,479612,0,58,0,300,50.25,4,1,0,0,8,1,7,4,7,0,0,0,7,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,5,1,0,0,0,3,3,0,0,3,0
9187,0,2,119,0,0,2,2,33,0,0,4,0,0,86,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.8613908,0,9,2,6,4,6,0.9206235,1.97506,0,6,3,0,-99,0,0,0,0,0,0,0,-99,-99,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
9188,0,5,143,0,3390,1,1,35,0,0,5,0,0,17,1,-99,0.49737796,1,7556,1,1450000,75000,1450000,0,0,27,7554,0.00013165,1,1,9,2,7554,0.4972463,7556,-99,128518.914,1542227,0,2,-99,1392227,0,360,0,360,331,2,6,16.48733,0,20,2,13,11,13,0.35400987,1.5933735,0,12,2,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,1
9189,0,-99,-99,-99,-99,2,2,34,0,0,1,0,0,-99,2,-99,0,1.0030187,20933,1.0030187,0,6843,102500,0,0,0,0,0,1.0030187,11161,53,3,11161,0,20870,-99,9734.583,116815,0,30,-99,0,58067,11.206897,0,31,6.6,8,1,0,0,4,1,3,2,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2,0,0,0,1,1,1,0,2,1
9190,0,-99,-99,-99,-99,1,4,48,0,0,1,0,0,-99,1,-99,0,1.0178553,9520,1.0178553,0,74925,123000,0,0,0,0,0,1.0178553,6879,5,2,6879,0,9353,4,8627.333,103528,0,2,4,0,19533,13.5,0,15,10.5,2,5,0,0,30,2,11,6,12,0,0,0,11,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9191,0,1,41,1024,1024,1,1,31,0,0,4,0,0,2,1,-99,7.522969,1.1320981,48147,1.1320981,400000,49387.312,400000,0,0,15,2809,7.0840626,1.14144,7180,68,3,7180,1.121875,42529,1,71023.586,852283,0,17,1,320000,29139,31.941177,0,240,23.882353,15,1,32.097813,0,32,2,18,13,18,1.5215625,5.57,0,16,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3054,0,-99,0,0,0,0,0,0,0,0,23,0,0,0,0,5,4,0,0,14,0
9192,0,-99,-99,-99,-99,3,3,31,0,0,2,0,0,-99,1,-99,0,1,26559,1,279000,157000,290000,0,0,32,1459,0,1,25100,16,3,25100,0,26559,-99,31182.916,374195,0,3,-99,251447,98618,125,0,360,74.5,4,3,0,0,3,1,3,2,3,0,0,0,3,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0
9193,0,-99,-99,-99,-99,1,2,43,0,0,3,0,0,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,6,2,6,5,6,0,0,0,6,0,0,-99,0,0,0,0,0,0,0,-99,-99,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9194,0,1,79,0,0,1,1,33,0,0,2,0,0,4,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,2,1,2,1,2,0,0,0,2,0,0,-99,0,0,0,0,0,0,0,-99,-99,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0
9195,0,3,61,0,2930,1,1,28,0,0,3,0,0,13,2,-99,16.511194,1.960187,205014,1.960187,330000,178666.67,330000,0,0,31,1923,16.356321,1.978172,100930,7,2,100930,8.128591,104589,-99,54592.082,655105,0,3,-99,319105,0,117,0,360,109,4,1,0.81326175,0,20,5,8,7,8,0.55320805,0.56279194,0,7,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,1,2,0,7,7,1,0,6,1
9196,0,-99,-99,-99,-99,1,1,40,0,0,2,0,0,-99,1,-99,0,5.784407,168789,5.784407,3600000,250000,3600000,0,0,15,17755,0,13.219606,7737,62,2,17755,0,29180,-99,320947.1,3851365,0,4,-99,3345970,0,186,0,360,106.333336,4,4,0,0,24,2,8,4,8,0,0,0,8,2,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,17,1,4,4,0,5,4,0,0,17,0
9197,0,1,27,4316,4316,3,3,33,0,0,5,0,0,2,1,-99,1.1277108,5.695296,24336,5.695296,160000,212233.33,300000,0,0,22,1790,1.0447637,9.080145,1415,5,3,1415,0.06556997,4273,-99,65292.332,783508,0,3,-99,296808,0,157.8,0,360,110.4,5,10,1.2959222,0,17,2,10,10,11,0.10282669,0.3082947,0,11,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,897,0,1,0,0,0,0,1,1,0,0,7,1,1,1,0,2,1,0,0,2,0
9198,0,-99,-99,-99,-99,1,2,22,0,0,4,0,0,-99,2,-99,0,1,2038,1,0,10524.5,15800,0,0,0,0,0,1,1584,5,2,1584,0,2038,-99,793.3333,9520,0,2,-99,0,0,16,0,20,6,2,11,0,0,3,1,2,2,2,0,0,0,2,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,3
9199,0,-99,-99,-99,-99,1,2,23,0,0,1,0,0,-99,2,-99,0,1,3038,1,0,12865,24730,0,0,0,0,0,1,2693,23,1,2693,0,3038,-99,806.0833,9673,0,2,-99,0,0,12,0,20,5,2,2,0,0,13,11,11,1,11,0,0,0,0,13,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,6,2,2,3,0,5,5,1,0,4,2
